title,address,description,price,date,seller,image 
5 bedroom terraced house for sale,"Argyll Road, London, W8","An elegant five bedroom family house with a 63ft garden ideally situated on the Phillimore Estate Set back from the street, the house is approached via a front garden with a beautiful silver birch tree and steps up to an impressive front door. A spacious entrance hall on the raised ground floor...","£8,000,000",10/07/2020,"Knight Frank, Kensington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65809/94658576/65809_KEN012089692_IMG_01_0000_max_476x317.jpg
8 bedroom house for sale,"Heath Drive, Hampstead, NW3","Set on a secluded 1/3 of an acre site, a substantial (6,787 sq ft / 630 sq m) and elegant double fronted six bedroom, detached house set back from the road behind its own a carriage driveway and remote security gates. This handsome home provides extensive entertaining space on the groun...","£8,000,000",23/07/2020,"TK International, Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/67k/66289/72031722/66289_29833834_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Rutland Court, Rutland Gardens, London, SW7",A beautiful three bedroom raised ground floor apartment on a private road. The flat benefits from a porter and parking (by separate negotiation). This grand and spacious lateral apartment is situated on the raised ground floor of a prestigious apartment block in Knightsbridge. ,"£8,000,000",30/10/2019,"Russell Simpson, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46451/66061920/46451_RUS190253_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Pembridge Crescent, Notting Hill, London, W11","Exceptional 3 bedroom apartment for sale in Notting Hill, W11 An exceptional newly refurbished three bedroom apartment with direct lift access, offering wonderful lateral space set over two floors of this this elegant double fronted detached villa. Arranged over the second and third floors (wit...","£8,000,000",09/07/2020,"Knight Frank, Notting Hill",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65821/94607795/65821_NGH180061_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Totteridge Common, Totteridge, London","Situated in a highly sought after location in the heart of Totteridge Common, Long Pond House is set within 2 acres of the most beautiful south facing landscaped gardens and offers superb living accommodation arranged over 3 floors. This wonderfully secluded house benefits from bright, spacious ...",POA,18/02/2020,"Statons, Totteridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22317/77595436/22317_29490128_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Knightsbridge, SW1X","A Fully Refurbished, Interior Designed Four Bedrooms, Five Bathrooms Lateral Apartment, With A Large Outdoor Terrace Overlooking Hyde Park (2,202 Sq Ft / 204.6 Sq Meters).  ","£8,000,000",25/05/2018,"Knightsbridge, Estate Agents",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/112k/111955/65481997/111955_331_IMG_19_0000_max_476x317.jpg
8 bedroom detached house for sale,"Parkside, Wimbledon Village, SW19","Situated in an enviable position on Parkside on the edge of Wimbledon Village and directly overlooking the Common, this dignified Edwardian family house offers bright, spacious and versatile accommodation less than 500 metres from the bustling High Street",POA,24/07/2020,"Robert Holmes & Co, Wimbledon - Sales",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/73k/72698/82649842/72698_WIM180043_IMG_01_0000_max_476x317.jpg
13 bedroom terraced house for sale,"Prince of Wales Terrace, London, W8","**DEVELOPMENT OPPORTUNITY A substantial six storey buildings requiring full renovation. Approximately 5700 sq ft, this wonderful property offers true scope and potential and are situated a short distance from Kensington Gardens. Previously the building was a trading as a hotel.",POA,25/04/2020,"Hamptons International Sales, Kensington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/38k/37922/91657883/37922_KEN190051_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Heath Drive, Hampstead","Set on a secluded site of 1/3 of an acre, a substantial (6,787 sq ft) and elegant double fronted six bedroom detached house set back from the road behind its own carriage driveway and electronic security gates. This handsome home provides extensive entertaining space on the ground floor with four...","£8,000,000",23/07/2020,"Goldschmidt & Howland, Hampstead - Sales",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87916/72041262/87916_HAM060030_IMG_14_0000_max_476x317.jpg
6 bedroom detached house for sale,"Marlborough Place, St John's Wood",Fantastic opportunity to purchase this Freehold six bedroom detached house located in St. John's Wood.,"£8,000,000",21/03/2019,"The Cloister, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51305/94223252/51305_5097_IMG_01_0000_max_476x317.jpg
4 bedroom apartment for sale,"Lensbury Avenue, London, SW6","This breathtaking penthouse apartment benefits from 360 degree views over London, eat in kitchen, three reception rooms, 4 bedrooms, 4 bathrooms also offering an abundance of terracing and high specification fittings throughout.","£7,995,000",27/02/2020,"Breteuil, Fulham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/184k/183611/63803301/183611_198769S_IMG_26_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Old Brompton Road, Kensington, London, SW5","A wonderfully proportioned, substantial family home, intelligently designed with access to a private communal garden within the Boltons Conservation Area. The property offers magnificent reception space, with an elegant first floor drawing room and a generous ground floor kitchen/breakfast room, ...","£7,995,000",07/02/2020,"Barnes International Realty, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176336/92965454/176336_BAI180207_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Mount Street, Mayfair W1","A bright and spacious two/three bedroom first floor lateral apartment located on arguably London`s most desirable street. Situated towards the Berkeley Square, the property is perfectly positioned to take advantage of Mayfair`s boutique shops, up-market restaurants and 5* hotels.","£7,950,000",05/04/2018,"Rokstone, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176396/72410810/176396_2286_IMG_26_0000_max_476x317.jpg
2 bedroom terraced house for sale,"Harwood Terrace, London, SW6","A simply stunning two double bedroom house ideally situated on Harwood Terrace, moments from Kings Road, Chelsea Harbour and Fulham Broadway and close to the green expanses of Eel Brook Common. The property has been immaculately refurbished by its current owners and offers superb open plan living...","£1,150,000",09/07/2020,"Winkworth, Fulham",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45899/93754637/45899_FUP200118_IMG_08_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Acacia Road, St John's Wood, London, NW8","Charming period home on the east side of St Johns Wood, NW8 Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings a...","£7,950,000",14/07/2020,"Knight Frank, St John's Wood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65830/82119955/65830_SJW012016936_IMG_01_0000_max_476x317.jpg
4 bedroom flat for sale,"Cambridge Gate, Regent's Park, London, NW1","Located just opposite Regent's Park, this simply stunning 3 bedroom flat offers luxurious accommodation in stylish surroundings with a beautiful outlook over the park.","£7,950,000",17/02/2020,"Foxtons, Marylebone",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/77k/76585/79302025/76585_1119002_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Winnington Road, London, N2","In one of London's most prestigious roads, a double fronted detached house set behind a sweeping carriage driveway. The property has been extensively refurbished by the current owners to a very sophisticated and stylish modern specification. It is presented in an exceptional, meticulous and imma...","£7,950,000",03/08/2020,"Knight Frank, Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/83047024/65806_HAM012083229_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Mount Street, London, W1K","A beautiful 3 bedroom lateral apartment with outstanding ceiling heights A bright and spacious 3 bedroom lateral apartment located on arguably London's most desirable street. Situated towards the Berkeley Square, the property is perfectly positioned to take advantage of Mayfair's boutique shops,...","£7,950,000",05/04/2018,"Knight Frank, Mayfair",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65815/53734719/65815_WER140231_IMG_12_0002_max_476x317.jpg
5 bedroom terraced house for sale,"Bathurst Street, London, W2","A beautiful 5 bedroom house located on the Hyde Park Estate W2 Refurbished throughout to a high standard, this five bedroom house occupies 4 floors of this beautiful property near the open spaces of Hyde Park. Positioned on one of the areas attractive streets this property is entered via an impr...","£7,950,000",25/04/2019,"Knight Frank, Hyde Park",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/51k/50634/71359324/50634_HPE170105_IMG_01_0000_max_476x317.jpg
6 bedroom semi-detached house for sale,"Blomfield Road, Little Venice, London, W9","A substantial stucco fronted Grade 2 listed period house on Blomfield Road, arguably the most desirable street in Little Venice. This charming property is nestled on the banks of the picturesque Regent's Canal and is moments away from the boutique shops and cafes of Clifton Road. ","£7,950,000",04/04/2019,"Ian Green Residential, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/74k/73947/70939129/73947_28381128_IMG_01_0000_max_476x317.jpg
9 bedroom detached house for sale,"Hampstead Lane, London, NW3","A breathtaking, detached home located on a prestigious road just across the street from the open spaces of Kenwood park. Extending to approximately 12,000 sqft. The accommodation is set out over four floors with the additional benefit of a full leisure complex. This substantial detached house c...","£7,950,000",23/06/2020,"Knight Frank, Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/81253702/65806_HAM012070180_IMG_01_0000_max_476x317.jpg
Land for sale,"Land to the rear of 21 High Street, Feltham, London TW13 4AG",Consented Co-Living Development Opportunity,"£7,950,000",,"Savills , Margaret Street- Development",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/209k/208037/81101968/208037_1669E8AD-5B5A-4665-8777-420050BF8BD1_IMG_03_0001_max_476x317.jpg
6 bedroom detached house for sale,"Millfield Lane, Highgate","Situated in an enviable position opposite Highgate Ponds with views towards the Heath from the upper floors and occupying a well-established 0.32 acre corner plot, is this exceptional, detached contemporary house set in stunning, walled and gated grounds. Having undergone a programme of signific...","£7,950,000",17/02/2020,"Goldschmidt & Howland, Highgate - Sales",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/88k/87919/77542420/87919_LDI190076_IMG_01_0000_max_476x317.jpg
5 bedroom house for sale,"The Lane, St John's Wood, London, NW8",A rare opportunity to acquire an exceptional ‘turn-key’ detached residence in one of St John’s Wood’s most exclusive locations. Situated in a private gated close of just eight houses this prestigious low built property has been the subject of an extensive and me...,"£7,950,000",18/09/2018,"Aston Chase, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84235/69058858/84235_RGS170290_IMG_01_0000_max_476x317.jpg
3 bedroom terraced house for sale,Montpelier Terrace Knightsbridge London,"An immaculately presented and beautifully modernised house in this quiet and prestigious location to the west of Montpelier Square and just south of Hyde Park. The house has been meticulously refurbished throughout and benefits from a passenger lift serving basement, ground and first floors and ...","£7,950,000",23/07/2020,"JLL, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/40k/39638/67505328/39638_P103099_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"White Lodge Close, London, N2 ","A handsome detached house set behind a carriage driveway, discreetly located off one of London's most prestigious Avenues. Willowbrook offers spacious living over two floors only, spanning some 6,840 sq.ft (635 sq.m). Accommodation comprises; Large family reception room, dining room, family room,...","£7,950,000",31/10/2019,"Hanover, St John's Wood",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74440/66085260/74440_29227665_IMG_20_0000_max_476x317.jpg
